Date;Time of day;Germany/Luxembourg[€/MWh];Denmark 1[€/MWh];Denmark 2[€/MWh];France[€/MWh];Northern Italy[€/MWh];Netherlands[€/MWh];Poland[€/MWh];Sweden 4[€/MWh];Switzerland[€/MWh];Slovenia[€/MWh];Czech Republic[€/MWh];Hungary[€/MWh];Austria[€/MWh];DE/AT/LU[€/MWh];Belgium[€/MWh];Norway 2[€/MWh]
Jun 14, 2021;3:00 AM;59.93;59.93;59.93;45.7;45.7;72.27;58.49;58.49;64.86;45.7;56.5;56.5;57.07;-;67.5;54.79
Jun 14, 2021;4:00 AM;59.77;59.77;59.77;51.05;51.8;67.27;58.33;58.33;64.85;51.8;56.25;56.25;58.01;-;64.2;54.77
Jun 14, 2021;5:00 AM;63.13;63.13;63.13;62.1;62.1;64;63.13;63.13;66.65;62.1;63.98;63.98;62.92;-;63.68;54.74
Jun 14, 2021;6:00 AM;83.97;83.97;83.97;77.34;78;83.97;80.85;83.97;79.06;78;81.86;81.86;82.86;-;77.91;54.32
Jun 14, 2021;7:00 AM;96.23;96.23;96.23;91.62;91.62;97.13;82.91;96.23;84.24;91.62;86;86;95.36;-;97.5;54.42
Jun 14, 2021;8:00 AM;93;93;93;93;93;93;85.35;93;86.03;93;84.95;84.95;93;-;93;52.11
Jun 14, 2021;9:00 AM;83.7;83.7;83.7;83.7;83.7;83.7;82.57;83.7;79.93;83.7;75.8;75.8;83.7;-;83.7;52.12
Jun 14, 2021;10:00 AM;68.79;68.79;68.79;68.79;70;68.79;71.56;68.79;69.58;68.79;66.47;66.47;68.79;-;68.79;51.02
Jun 14, 2021;11:00 AM;61.99;61.99;61.99;68.33;68.33;61.99;75.85;61.99;67.89;67.03;67.36;67.36;67.03;-;65;50.42
Jun 14, 2021;12:00 PM;51.91;51.91;51.91;69.09;69.09;51.91;73.73;51.91;66.5;69.09;72.49;72.49;62.8;-;60.15;50.25
Jun 14, 2021;1:00 PM;50.8;50.64;50.8;67.2;67.2;50.8;72.26;50.8;65.85;67.2;74.41;74.41;62.44;-;58.52;49.17
Jun 14, 2021;2:00 PM;50.89;50.06;50.06;69;69;50.22;71.01;50.06;64.38;69;60.42;67.49;59.05;-;59.33;48.61
Jun 14, 2021;3:00 PM;59.71;58.27;58.27;66.4;68.33;59.71;72.48;58.27;64.02;63.88;62.41;67.76;63.88;-;62.87;49.86
Jun 14, 2021;4:00 PM;68.47;68.47;68.47;68.47;70.16;68.47;70.24;68.47;65.19;68.47;70.97;70.97;68.47;-;68.47;49.78
Jun 14, 2021;5:00 PM;82.08;82.08;82.08;82.08;82.08;82.08;82.08;82.08;74.42;82.08;76.91;76.91;82.08;-;82.08;49.64
Jun 14, 2021;6:00 PM;88.85;88.85;88.85;88.85;88.85;88.85;85.61;88.85;84.68;88.85;84.61;84.61;88.85;-;88.85;49.68
Jun 14, 2021;7:00 PM;95;95;95;95;95;95;90.97;92.72;97.16;95;96.74;96.74;95;-;95;49.71
Jun 14, 2021;8:00 PM;102.28;102.28;102.28;98.35;98.35;103.44;92.09;92.09;101.15;98.35;99.74;99.74;101.53;-;105.17;49.82
Jun 14, 2021;9:00 PM;95;95;95;95;95;95;86.98;86.98;94.36;95;94;94;95;-;95;49.73
Jun 14, 2021;10:00 PM;90;90;90;90;90;90;85.6;85.6;89.37;90;88.73;88.73;90;-;90;49.78
Jun 14, 2021;11:00 PM;84.18;84.18;84.18;84.18;84.18;84.18;79.64;79.64;82.65;84.18;80.96;80.96;84.18;-;84.18;49.79
Jun 15, 2021;12:00 AM;78.22;78.22;78.22;78.22;81;78.22;78.84;18.04;74.48;78.22;76.28;76.28;78.22;-;78.22;49.06
Jun 15, 2021;1:00 AM;71.52;71.52;71.52;71.52;73;71.52;71.12;59.01;69.84;71.52;70.37;70.37;71.52;-;71.52;50.76
Jun 15, 2021;2:00 AM;69.1;69.1;69.1;69.1;72.8;69.1;67.79;57.05;67.12;69.1;67.89;67.89;69.1;-;69.1;50.61
Jun 15, 2021;3:00 AM;68.03;68.03;68.03;68.03;68.03;68.03;67.78;55.07;66.1;68.03;65.92;65.92;68.03;-;68.03;50.57
Jun 15, 2021;4:00 AM;68.18;68.18;68.18;68.18;68.18;68.18;67.61;55.03;66.11;68.18;66.48;66.48;68.18;-;68.18;50.69
Jun 15, 2021;5:00 AM;71.09;71.09;71.09;71.09;71.09;71.09;70.06;69.39;70.16;71.09;71.09;71.09;71.09;-;71.09;50.29
Jun 15, 2021;6:00 AM;87.28;87.28;87.28;84;84;87.07;85.93;87.28;85.74;84;85.4;85.4;86.76;-;84.78;49.4
Jun 15, 2021;7:00 AM;93.55;93.55;93.55;93.55;93.55;93.55;91.84;93.55;97.87;93.55;95.05;95.05;93.55;-;93.55;49.46
Jun 15, 2021;8:00 AM;96.81;96.81;96.81;96.81;100;96.81;96.81;96.81;100.87;96.81;94.99;94.99;96.81;-;96.81;50.54
Jun 15, 2021;9:00 AM;90;90;90;90;90;90;90;90;89.72;90;86;86;90;-;90;51.97
Jun 15, 2021;10:00 AM;83.99;83.99;83.99;83.99;83.99;83.99;86.33;83.99;81.25;83.99;79.6;79.6;83.99;-;83.99;52.09
Jun 15, 2021;11:00 AM;81.4;81.4;81.4;81.4;82.53;81.4;84.67;81.4;76.82;81.4;76.11;76.11;81.4;-;81.4;52.65
Jun 15, 2021;12:00 PM;74.99;74.99;74.99;74.99;74.99;74.99;84.32;74.99;74.37;74.99;74.73;74.73;74.99;-;74.99;52.82
Jun 15, 2021;1:00 PM;72.01;72.01;72.01;72.01;72.01;72.01;84.4;72.01;71.81;72.01;71.34;71.34;72.01;-;72.01;52.19
Jun 15, 2021;2:00 PM;71.9;71.9;71.9;73.2;74.99;71.2;83.87;71.9;72.25;74.99;70.75;70.75;74;-;71.2;52.85
Jun 15, 2021;3:00 PM;73;73;73;73;80;73;83.39;73;71.88;80;72.35;72.35;73;-;73;51.96
Jun 15, 2021;4:00 PM;79.01;79.01;79.01;79.01;82.94;79.01;83.4;79.01;76.56;82.94;75;75;79.01;-;79.01;51.76
Jun 15, 2021;5:00 PM;85.6;85.6;85.6;85.6;85.6;85.6;86.67;85.6;87.55;85.6;85;85;85.6;-;85.6;53.51
Jun 15, 2021;6:00 PM;94.6;94.6;94.6;94.6;94.6;94.6;94.6;94.6;95.93;94.6;91.55;91.55;94.6;-;94.6;54.31
Jun 15, 2021;7:00 PM;100;100;100;100;100;100;100;100;104.96;100;100.2;100.2;100;-;100;54.34
Jun 15, 2021;8:00 PM;100;100;100;100;100;100;100;100;107.37;100;103.09;103.09;100;-;100;54.44
Jun 15, 2021;9:00 PM;97.36;97.36;97.36;97.36;98.82;97.36;97.89;97.36;99.28;97.36;96.15;96.15;97.36;-;97.36;54.48
Jun 15, 2021;10:00 PM;91.77;91.77;91.77;91.77;91.77;91.77;91.77;91.77;91.53;91.77;90.31;90.31;91.77;-;91.77;54.4
Jun 15, 2021;11:00 PM;83.14;83.14;83.14;83.14;85.31;83.14;83.14;83.14;85.52;83.14;82.94;82.94;83.14;-;83.14;54.38
Jun 16, 2021;12:00 AM;77.59;77.59;77.59;77.59;82.71;77.59;76.93;76.93;78.5;77.59;77.31;77.31;77.59;-;77.59;53.95
Jun 16, 2021;1:00 AM;70.77;70.77;70.77;70.77;77.39;70.77;70.77;70.77;73.73;70.77;71.94;71.94;70.77;-;70.77;53.96
Jun 16, 2021;2:00 AM;70.95;70.95;70.95;70.95;75;70.95;70.95;70.95;70.69;70.95;69.55;68.85;70.95;-;70.95;53.86
Jun 16, 2021;3:00 AM;66.9;66.9;66.9;66.9;76.71;66.9;66.9;66.9;69.02;66.9;67.45;66.37;66.9;-;66.9;53.78
Jun 16, 2021;4:00 AM;68.57;68.57;68.57;68.57;76.81;68.57;68.57;68.57;67.99;68.57;67.53;67.53;68.57;-;68.57;53.63
Jun 16, 2021;5:00 AM;70.98;70.98;70.98;70.98;76.57;70.98;70.98;70.98;71.44;70.98;71.21;71.21;70.98;-;70.98;53.03
Jun 16, 2021;6:00 AM;85.58;85.58;85.58;85.58;85.58;85.58;87.94;85.58;86.72;85.58;86.32;86.32;85.58;-;85.58;51.63
Jun 16, 2021;7:00 AM;99.29;99.29;101.73;99.29;99.29;99.29;94.38;101.73;98.48;99.29;95.93;95.93;99.29;-;99.29;51.06
Jun 16, 2021;8:00 AM;100;100;102.46;100;100;100;96.67;102.46;101.19;100;97.7;97.7;100;-;100;51.63
Jun 16, 2021;9:00 AM;91.95;91.95;94.21;91.95;95;91.95;92.35;94.21;91.33;91.95;88.92;88.92;91.95;-;91.95;51.64
Jun 16, 2021;10:00 AM;83.99;83.99;86.06;83.99;89.95;83.99;83.03;86.06;83;83.99;80.7;80.7;83.99;-;83.99;51.62
Jun 16, 2021;11:00 AM;77.9;77.9;79.82;79.96;89.42;75.67;77.78;79.82;79.87;78.45;77.46;77.46;78.45;-;81.86;51.16
Jun 16, 2021;12:00 PM;73.78;73.78;75.6;77.21;83.47;70;77.35;75.6;75.72;74.7;75.04;75.04;74.7;-;80.74;50.89
Jun 16, 2021;1:00 PM;75.06;75.06;76.9;78.65;83.46;71.85;78.33;76.9;73.36;76.02;73.6;73.6;76.02;-;77.98;50.09
Jun 16, 2021;2:00 PM;79.99;79.99;81.96;79.99;84.76;79.99;77.31;81.96;75.36;79.99;74.28;74.28;79.99;-;79.99;49.89
Jun 16, 2021;3:00 PM;80.97;80.97;80.97;80.97;85.67;80.97;79.1;80.97;78.68;80.97;76.08;76.08;80.97;-;80.97;48.36
Jun 16, 2021;4:00 PM;85.5;85.5;85.5;85.5;89.3;85.5;83.07;85.5;84.88;85.5;80.82;80.82;85.5;-;85.5;46.68
Jun 16, 2021;5:00 PM;92.64;92.64;92.64;92.64;92.64;92.64;89.22;92.64;89.05;92.64;86.72;86.72;92.64;-;92.64;47.19
Jun 16, 2021;6:00 PM;102.53;102.53;102.53;102.53;102.53;102.53;99.27;102.53;99.22;102.53;97.63;97.63;102.53;-;102.53;49.67
Jun 16, 2021;7:00 PM;118.05;118.05;118.05;118.05;118.05;118.05;105.99;118.05;109.09;118.05;108.24;108.24;118.05;-;118.05;50.14
Jun 16, 2021;8:00 PM;111.53;111.53;111.53;111.53;111.53;111.53;102.77;108.85;102.04;111.53;102.14;102.14;111.53;-;111.53;50.16
Jun 16, 2021;9:00 PM;100.84;100.84;98.42;100.84;100.84;100.84;97.01;98.42;92.78;100.84;94.5;94.5;100.84;-;100.84;49.86
Jun 16, 2021;10:00 PM;87.97;87.97;86.18;100;100;117.72;86.18;86.18;84.22;87.97;86.96;86.96;87.97;-;105.57;49.58
Jun 16, 2021;11:00 PM;66.76;66.76;66.76;89.95;89.95;109.07;67.3;66.76;73.22;66.76;74.14;74.14;66.76;-;103.38;46.97
Jun 17, 2021;12:00 AM;66.28;66.28;58.87;66.28;85.68;66.28;68.66;58.87;69.85;66.28;70.46;70.46;66.28;-;66.28;48.59
Jun 17, 2021;1:00 AM;66;66;52;66;81.68;66;65.15;52;66.19;66;66.24;66.24;66;-;66;48.59
Jun 17, 2021;2:00 AM;64.13;64.13;56.01;64.13;81.68;64.13;64.58;56.01;63.5;64.13;63.87;63.87;64.13;-;64.13;48.62
Jun 17, 2021;3:00 AM;62.67;62.67;56.57;62.67;81.54;62.8;64.54;56.57;60.82;62.67;61.92;61.92;62.67;-;62.71;49.28
Jun 17, 2021;4:00 AM;62.8;62.8;56.03;62.8;81;62.8;64.53;56.03;61.34;62.8;62.68;62.68;62.8;-;62.8;49.03
Jun 17, 2021;5:00 AM;65.08;65.08;64.54;65.08;81;65.08;64.54;64.54;65.02;65.08;66.6;66.6;65.08;-;65.08;48.6
Jun 17, 2021;6:00 AM;71.72;71.72;71.72;71.72;82.35;71.72;79.4;71.72;73.44;71.72;81.21;81.21;71.72;-;71.72;49.25
Jun 17, 2021;7:00 AM;94.08;94.08;94.08;94.08;95.91;94.08;84.66;94.08;95.53;94.08;94.33;94.33;94.08;-;94.08;50.67
Jun 17, 2021;8:00 AM;99;99;99;99;100;99;88.24;99;96.04;99;94.44;94.44;99;-;99;51.63
Jun 17, 2021;9:00 AM;87.56;87.56;87.56;87.56;98.52;87.56;85.03;87.56;87.96;87.56;86.51;86.51;87.56;-;87.56;51.68
Jun 17, 2021;10:00 AM;78.17;78.17;78.17;78.17;86.58;78.17;81.62;78.17;78.86;78.17;79.71;79.71;78.17;-;78.17;51.62
Jun 17, 2021;11:00 AM;67.8;67.8;67.8;76.19;86;67.8;81.91;67.8;76.09;84.34;79.86;79.86;80.36;-;71.93;51.43
Jun 17, 2021;12:00 PM;61.88;61.88;61.88;82.35;82.35;61.88;82.06;61.88;74.08;82.35;87.2;87.2;81.33;-;72.07;51.26
Jun 17, 2021;1:00 PM;58.83;58.83;58.83;85.58;85.58;59.9;81.97;58.83;80.92;85.58;81.29;81.29;68.81;-;72.8;50.58
Jun 17, 2021;2:00 PM;58.35;58.35;58.35;86.95;86.95;62.22;82.18;58.35;82.46;86.95;82.94;82.94;66.39;-;74.39;50.11
Jun 17, 2021;3:00 PM;60.03;60.03;60.03;83.43;85.58;62.8;82.04;60.03;80.99;85.58;84.95;84.95;67.18;-;72.96;48.96
Jun 17, 2021;4:00 PM;70.39;68.7;68.7;76.29;88;69.9;82.98;68.7;77.68;88;89.07;89.07;74.82;-;73.11;48.92
Jun 17, 2021;5:00 PM;84.77;83.98;83.98;84.77;90.17;84.77;83.98;83.98;84.5;90.17;85.82;85.82;84.77;-;84.77;50.27
Jun 17, 2021;6:00 PM;92.95;92.95;92.14;92.95;100;92.95;92.14;92.14;93.09;92.95;93.8;93.8;92.95;-;92.95;50.55
Jun 17, 2021;7:00 PM;112.23;112.23;109.54;112.23;112.23;112.23;107.02;109.54;105.24;112.23;105;105;112.23;-;112.23;50.44
Jun 17, 2021;8:00 PM;103.46;103.46;100.98;103.46;103.46;103.46;100.98;100.98;105.41;103.46;106.73;106.73;103.46;-;103.46;50.47
Jun 17, 2021;9:00 PM;98.91;98.91;88.08;98.91;100;98.91;88.08;88.08;97.11;98.91;99.43;99.43;98.91;-;98.91;50.97
Jun 17, 2021;10:00 PM;91.03;91.03;81.88;91.03;91.03;91.03;81.88;81.88;90.64;91.03;91.88;91.88;91.03;-;91.03;50.96
Jun 17, 2021;11:00 PM;82.17;82.17;54.96;82.17;84.68;82.17;78.04;54.96;80.98;82.17;80.96;80.96;82.17;-;82.17;50.95
Jun 18, 2021;12:00 AM;74.65;74.65;48.86;76.07;81.83;78.09;74.65;48.86;75.14;74.65;74.65;74.65;74.65;-;76.45;51.71
Jun 18, 2021;1:00 AM;69.97;69.97;48.83;69.97;80.09;69.97;69.97;48.83;70.35;69.97;69.97;69.97;69.97;-;69.97;51.7
Jun 18, 2021;2:00 AM;67.07;67.07;48.83;67.07;75.93;67.07;67.07;48.83;68.15;67.07;67.07;67.07;67.07;-;67.07;51.59
Jun 18, 2021;3:00 AM;65.19;65.19;48.86;65.19;75;65.19;65.19;48.86;65.95;65.19;65.19;65.19;65.19;-;65.19;51.48
Jun 18, 2021;4:00 AM;66.09;66.09;52.08;66.09;75;66.09;66.09;52.08;66.24;66.09;66.09;66.09;66.09;-;66.09;51.4
Jun 18, 2021;5:00 AM;70.1;70.1;66.37;70.1;75;70.1;70.1;66.37;69.89;70.1;70.1;70.1;70.1;-;70.1;51.28
Jun 18, 2021;6:00 AM;85.57;85.57;85.57;85.57;85.57;85.57;77.03;85.57;80.21;85.57;85.57;85.57;85.57;-;85.57;51.34
Jun 18, 2021;7:00 AM;97.05;97.05;97.05;97.05;97.05;97.05;83.15;97.05;97.36;97.05;97.05;97.05;97.05;-;97.05;51.42
Jun 18, 2021;8:00 AM;100.02;100.02;100.02;100.02;100.02;100.02;84.85;100.02;102.8;100.02;100.02;100.02;100.02;-;100.02;51.58
Jun 18, 2021;9:00 AM;95;95;95;95;100.01;95;84.85;95;93.69;95;95;95;95;-;95;51.59
Jun 18, 2021;10:00 AM;84.1;84.1;84.1;84.1;89.74;84.1;81.42;84.1;84.66;89.74;84.1;84.1;84.1;-;84.1;51.55
Jun 18, 2021;11:00 AM;81;81;81;81;86.77;81;81;81;79.03;86.77;81;81;81;-;81;51.51
Jun 18, 2021;12:00 PM;74.59;74.59;76.42;77.93;82.56;74.59;80.43;76.42;77.23;82.56;80.43;80.43;77.57;-;72.4;51.45
Jun 18, 2021;1:00 PM;64.78;64.78;66.37;73.01;82.46;65.58;76.5;66.37;75.3;82.46;76.5;76.5;66.95;-;59.51;51.25
Jun 18, 2021;2:00 PM;67.15;67.15;67.15;67.15;82.79;67.15;75.04;67.15;75.25;67.15;75.04;75.04;67.15;-;67.15;51.16
Jun 18, 2021;3:00 PM;67.7;67.7;67.7;67.7;83;67.7;76.76;67.7;73.08;67.7;76.76;76.76;67.7;-;67.7;50.96
Jun 18, 2021;4:00 PM;66;66;66;66;85;66;80.46;66;73.91;66;80.46;80.46;66;-;66;50.82
Jun 18, 2021;5:00 PM;83.85;83.85;83.85;83.85;86.05;83.85;83.85;83.85;83.7;83.85;83.85;83.85;83.85;-;83.85;51
Jun 18, 2021;6:00 PM;91.1;91.1;91.1;91.1;91.1;91.1;91.1;91.1;91.75;91.1;91.1;91.1;91.1;-;91.1;50.96
Jun 18, 2021;7:00 PM;97;97;97;97;97;97;97;97;101.76;97;97;97;97;-;97;50.99
Jun 18, 2021;8:00 PM;96.91;96.91;96.91;96.91;96.91;96.91;96.91;96.91;98.28;96.91;96.91;96.91;96.91;-;96.91;50.98
Jun 18, 2021;9:00 PM;92.37;92.37;92.37;92.37;92.37;92.37;89.64;92.37;93.62;92.37;92.37;92.37;92.37;-;92.37;50.91
Jun 18, 2021;10:00 PM;85.86;85.86;85.86;85.86;85.86;85.86;85.86;85.86;88.05;85.86;85.86;85.86;85.86;-;85.86;50.82
Jun 18, 2021;11:00 PM;79.75;79.75;77.83;81.21;81.21;83.58;79.75;77.83;82.12;79.75;79.75;79.75;79.75;-;81.37;50.91
Jun 19, 2021;12:00 AM;80.17;80.17;78.25;80.17;81.66;80.17;80.17;78.25;76.27;80.17;80.17;80.17;80.17;-;80.17;53.24
Jun 19, 2021;1:00 AM;74.23;74.23;72.45;74.23;76.66;74.23;74.23;72.45;70.57;74.23;74.23;74.23;74.23;-;74.23;53.29
Jun 19, 2021;2:00 AM;71.35;71.35;69.64;71.35;75.27;71.35;71.35;69.64;68.77;71.35;71.35;71.35;71.35;-;71.35;53.33
Jun 19, 2021;3:00 AM;70.07;70.07;68.39;70.07;72.41;70.07;70.07;68.39;66.02;70.07;70.07;70.07;70.07;-;70.07;53.32
Jun 19, 2021;4:00 AM;67.3;67.3;65.68;67.3;72.41;67.3;67.3;65.68;64.68;67.3;67.3;67.3;67.3;-;67.3;53.3
Jun 19, 2021;5:00 AM;64.91;64.91;63.36;64.91;69.86;64.91;64.91;63.36;64.77;64.91;64.91;64.91;64.91;-;64.91;53.29
Jun 19, 2021;6:00 AM;66.04;66.04;66.04;66.04;67.28;66.04;66.04;66.04;67.01;67.28;66.04;66.04;66.04;-;66.04;53.32
Jun 19, 2021;7:00 AM;73.5;73.5;73.5;73.5;73.5;73.5;73.5;73.5;70.09;73.5;73.5;73.5;73.5;-;73.5;53.37
Jun 19, 2021;8:00 AM;74.37;74.37;74.37;74.37;74.37;74.37;77.39;74.37;71;74.37;74.37;74.37;74.37;-;74.37;53.53
Jun 19, 2021;9:00 AM;64.93;64.93;64.93;67.36;72.68;69.44;76.9;64.93;69.08;72.68;64.93;64.93;64.93;-;67.69;53.54
Jun 19, 2021;10:00 AM;58.38;58.38;58.38;69.73;69.73;71.85;77.69;58.38;68.95;69.73;62.01;62.01;62.01;-;69.73;53.55
Jun 19, 2021;11:00 AM;54.8;54.8;54.8;67.31;67.31;69.72;77.93;54.8;68.1;67.31;58.79;58.79;58.79;-;65.7;53.22
Jun 19, 2021;12:00 PM;52.6;52.6;52.6;68.88;68.88;73.14;76.89;52.6;67.79;68.88;57.82;57.82;57.82;-;66.76;51.07
Jun 19, 2021;1:00 PM;49.37;49.37;49.37;65.03;65.03;69.28;70.2;49.37;65.5;65.03;54.41;54.41;54.41;-;63.01;48.84
Jun 19, 2021;2:00 PM;50.38;50.38;50.38;61.1;61.1;66.51;66.47;50.38;64.14;61.1;53.95;53.95;53.95;-;60.11;51.34
Jun 19, 2021;3:00 PM;59.69;58.26;58.26;61.2;61.2;62.53;68.87;58.26;62.98;61.2;60.19;60.19;60.19;-;61.08;53.24
Jun 19, 2021;4:00 PM;62.49;62.49;62.49;65.51;65.51;67.72;74.33;62.49;64.85;65.51;62.87;62.87;62.87;-;65.1;53.34
Jun 19, 2021;5:00 PM;73;73;73;73;73;73;73.49;73;70.11;73;73;73;73;-;73;53.45
Jun 19, 2021;6:00 PM;81;81;81;81;81;81;81;81;80.79;81;81;81;81;-;81;53.57
Jun 19, 2021;7:00 PM;89;89;89;89;89;89;88.46;89;89.23;89;89;89;89;-;89;53.54
Jun 19, 2021;8:00 PM;92.75;92.75;92.75;92.75;92.75;92.75;92.75;92.75;91.08;92.75;92.75;92.75;92.75;-;92.75;53.52
Jun 19, 2021;9:00 PM;89.98;89.98;89.98;89.98;89.98;89.98;86.45;89.98;87.57;89.98;89.98;89.98;89.98;-;89.98;53.46
Jun 19, 2021;10:00 PM;83.98;83.98;83.98;83.98;83.98;83.98;83.98;83.98;84.91;83.98;83.98;83.98;83.98;-;83.98;53.48
Jun 19, 2021;11:00 PM;78.05;78.05;78.05;78.05;78.05;78.05;78.05;78.05;79.7;78.05;78.05;78.05;78.05;-;78.05;53.52
Jun 20, 2021;12:00 AM;76.01;76.01;76.01;76.01;78.66;76.01;76.01;76.01;72.94;76.01;76.01;76.01;76.01;-;76.01;53.97
Jun 20, 2021;1:00 AM;66.8;66.8;66.8;66.8;73.66;66.8;66.8;66.8;67.41;66.8;66.8;66.8;66.8;-;66.8;53.92
Jun 20, 2021;2:00 AM;63.04;63.04;63.04;63.04;76.41;63.04;63.04;63.04;62.19;63.04;63.04;63.04;63.04;-;63.04;53.94
Jun 20, 2021;3:00 AM;60.03;60.03;60.03;60.03;72.41;60.03;60.41;60.03;53.74;60.03;60.03;60.03;60.03;-;60.03;53.98
Jun 20, 2021;4:00 AM;54.93;54.93;54.93;54.93;73.46;54.93;62.41;54.93;48.09;54.93;54.93;54.93;54.93;-;54.93;53.17
Jun 20, 2021;5:00 AM;50.09;50.09;50.09;51.73;73.56;60;62.42;50.09;40.47;50.74;50.09;50.09;50.74;-;52.1;51.73
Jun 20, 2021;6:00 AM;50.11;50.11;50.11;51.73;71.15;65.9;56.58;50.11;36.55;50.98;50.11;50.11;50.98;-;51.73;49.59
Jun 20, 2021;7:00 AM;52.76;52.76;52.76;54.58;62.7;65.6;56.9;52.76;44.68;53.41;52.76;52.76;53.41;-;54.58;51.18
Jun 20, 2021;8:00 AM;55;55;55;55;67.11;55;57.37;55;47.81;67.11;55;55;55;-;55;53.24
Jun 20, 2021;9:00 AM;55;55;55;55;64.08;55;57.04;55;45.46;64.08;55;55;55;-;55;53
Jun 20, 2021;10:00 AM;50.2;50.2;50.2;50.2;71;50.2;56.62;50.2;40.36;71;50.2;50.2;50.2;-;50.2;49.15
Jun 20, 2021;11:00 AM;45.63;45.63;45.63;45.63;70.62;45.63;57.01;45.63;38.72;70.62;45.63;45.63;45.63;-;45.63;45.77
Jun 20, 2021;12:00 PM;39.85;39.85;39.85;39.85;71;39.85;56.6;39.85;34.53;71;39.85;39.85;39.85;-;39.85;40.95
Jun 20, 2021;1:00 PM;27.2;27.2;27.2;27.2;70.32;27.2;57.06;27.2;29.78;65.03;27.2;27.2;27.2;-;27.2;28.1
Jun 20, 2021;2:00 PM;23.72;23.72;24.3;23.72;68.41;23.72;56.98;24.3;24.7;28.99;23.72;23.72;23.72;-;23.72;25.03
Jun 20, 2021;3:00 PM;26.99;26.99;26.99;26.99;70.28;26.99;56.97;26.99;28.7;69.07;26.99;26.99;26.99;-;26.99;36.23
Jun 20, 2021;4:00 PM;48.1;48.1;48.1;48.1;70.31;48.1;56.92;48.1;43.6;70.31;48.1;48.1;48.1;-;48.1;46.88
Jun 20, 2021;5:00 PM;60.48;60.48;60.48;60.48;76.68;60.48;60.48;60.48;62.53;63.1;60.48;60.48;60.48;-;60.48;52.94
Jun 20, 2021;6:00 PM;70.05;70.05;70.05;70.05;90;70.05;70.05;70.05;71.08;70.05;70.05;70.05;70.05;-;70.05;53.7
Jun 20, 2021;7:00 PM;84.35;84.35;84.35;74.09;93;87.94;84.35;84.35;77.09;82.6;84.35;84.35;82.6;-;92.94;53.68
Jun 20, 2021;8:00 PM;86.21;86.21;86.21;79.24;94;88.58;86.21;86.21;82.15;85.01;86.21;86.22;85.01;-;92.05;53.75
Jun 20, 2021;9:00 PM;86.7;86.7;86.7;85.79;96;87.2;86.7;86.7;83.37;86.53;86.7;94.1;86.53;-;88.05;53.71
Jun 20, 2021;10:00 PM;88.13;88.13;88.13;88.13;90;88.13;87.56;87.56;84.09;88.13;88.13;88.13;88.13;-;88.13;53.7
Jun 20, 2021;11:00 PM;81;81;81;81;81;81;81;81;76.88;81;81;81;81;-;81;53.68
Jun 21, 2021;12:00 AM;65.99;65.99;65.99;65.99;71.53;65.99;65.99;65.99;67.86;65.99;65.99;65.99;65.99;-;65.99;53.25
Jun 21, 2021;1:00 AM;62.96;62.96;62.96;62.96;66.2;62.96;62.96;62.96;64.82;62.96;62.96;62.96;62.96;-;62.96;53.19
Jun 21, 2021;2:00 AM;61.03;61.03;61.03;61.03;65.4;61.03;61.03;61.03;62.05;61.03;61.03;61.03;61.03;-;61.03;53.24
Jun 21, 2021;3:00 AM;58.9;58.9;58.9;58.9;58.9;58.9;58.9;58.9;60.04;58.9;58.9;58.9;58.9;-;58.9;53.25
Jun 21, 2021;4:00 AM;58.62;58.62;58.62;58.62;58.62;58.62;58.62;58.62;60.88;58.62;58.62;58.62;58.62;-;58.62;53.22
Jun 21, 2021;5:00 AM;62.5;62.5;62.5;62.5;62.9;62.5;62.5;62.5;64;62.5;62.5;62.5;62.5;-;62.5;53.28
Jun 21, 2021;6:00 AM;76.1;76.1;76.1;76.1;77.64;76.1;76.1;76.1;71.62;77.64;76.1;76.1;76.1;-;76.1;53.15
Jun 21, 2021;7:00 AM;88.94;88.94;88.94;88.94;88.94;88.94;82.23;88.94;88.52;88.94;88.94;88.94;88.94;-;88.94;53.41
Jun 21, 2021;8:00 AM;92;92;92;92;96;92;84.11;92;92.26;92;92;92;92;-;92;53.34
Jun 21, 2021;9:00 AM;90;90;90;90;92.33;90;84.28;90;88.88;91.42;90;90;90;-;90;53.09
Jun 21, 2021;10:00 AM;86.28;86.28;86.28;86.28;86.28;86.28;82.63;86.28;83.71;86.28;86.28;86.28;86.28;-;86.28;53.09
Jun 21, 2021;11:00 AM;82;82;82;82;86;82;81.72;82;81.97;86;82;82;82;-;82;53.04
Jun 21, 2021;12:00 PM;78.48;78.48;78.48;78.48;84.69;78.48;78.48;78.48;80.07;84.69;78.48;78.48;78.48;-;78.48;53.02
Jun 21, 2021;1:00 PM;69.93;69.93;69.93;69.93;85;69.93;69.93;69.93;75.98;85;69.93;69.93;69.93;-;69.93;53.08
Jun 21, 2021;2:00 PM;67.34;67.34;67.34;67.34;87.75;67.34;67.99;67.34;74.09;87.75;67.99;67.99;67.34;-;67.34;53.16
Jun 21, 2021;3:00 PM;72.05;72.05;72.05;72.05;91.49;72.05;79.26;72.05;72.54;91.49;79.26;79.26;72.05;-;72.05;53.09
Jun 21, 2021;4:00 PM;75.13;75.13;75.13;75.13;92;75.13;81.06;75.13;74.12;92;81.06;81.06;75.13;-;75.13;53.07
